cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,choice_pain.rt,choice_pain.stopped,Choice.stopped,key_resp_3.started,key_resp_6.started,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,7,7,9,,,,,,,,4.9,1535.2382295999996,1540.139803099999,1540.1399755299965,0.30496340000536293,1540.5841608999908,1540.5841608999908,n,1543.5626865999948,1543.5626865999948,10,2.442,0.4618977999925846,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,8,8,3,,,,,,,,3.9,1543.5626865999948,1547.4671832999884,1547.4672785299947,0.3049425999925006,1547.9117587999935,1547.9117587999935,m,1550.0814238999883,1550.0814238999883,47,1.56,0.5304740999999922,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,9,9,10,,,,,,,,3.8,1550.0814238999883,1553.8848911999958,1553.8848989299906,0.3053026999987196,1554.3323784999957,1554.3323784999957,n,1557.0985496999929,1557.0985496999929,11,2.179,0.5052190000133123,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,10,10,2,,,,,,,,4,1557.0985496999929,1561.1011035999982,1561.1011976299953,0.3002208999969298,1561.54547669999,1561.54547669999,m,1564.5603783999977,1564.5603783999977,45,2.37,0.5594052999949781,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,0,11,11,6,,,,,,,,4.9,1564.5603783999977,1569.4626501999883,1569.4628273299925,0.30479639999975916,1569.9069067999953,1569.9069067999953,n,1572.3406736999896,1572.3406736999896,12,1.843,0.5322458000009647,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,0,12,9,,,,,,,,4,1572.3406736999896,1576.3455163999897,1576.3455079299922,0.3056044999975711,1576.7933892,1576.7933892,n,1580.793733300001,1580.793733300001,9,3.538,0.385883199996897,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,1,13,2,,,,,,,,4.5,1580.793733300001,1585.2983795999899,1585.2983301300003,0.30526609999651555,1585.7456347999978,1585.7456347999978,m,1588.865477299987,1588.865477299987,46,1.954,1.081540799990762,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,2,14,7,,,,,,,,4,1588.865477299987,1592.8685574999981,1592.8685356300005,0.3064262999978382,1593.3204658999894,1593.3204658999894,n,1596.5510909000004,1596.5510909000004,14,2.721,0.45505979999143165,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,3,15,10,,,,,,,,3.7,1596.5510909000004,1600.2515805000003,1600.2521419299912,0.3043092000007164,1600.695317699996,1600.695317699996,n,1602.47996289999,1602.47996289999,12,1.231,0.49415540001064073,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,4,16,8,,,,,,,,3,1602.47996289999,1605.4816409999912,1605.4813351299993,0.30112809999263845,1605.925788099994,1605.925788099994,n,1609.111427699987,1609.111427699987,11,2.713,0.39927899999020156,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,5,17,0,,,,,,,,5,1609.111427699987,1614.1139525999897,1614.114187329996,0.30465610000828747,1614.5580775999988,1614.5580775999988,m,1616.2211020999966,1616.2211020999966,45,1.035,0.5217562000034377,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,6,18,11,,,,,,,,4.8,1616.2211020999966,1621.024347300001,1621.024488429993,0.30527759999677073,1621.4686441999947,1621.4686441999947,m,1624.3229473999963,1624.3229473999963,47,1.906,0.8901249000045937,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,7,19,4,,,,,,,,3,1624.3229473999963,1627.3238134999992,1627.323832429992,0.30523440000251867,1627.7724490999972,1627.7724490999972,m,1629.2305809999962,1629.2305809999962,49,0.901,0.4889053000079002,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,8,20,5,,,,,,,,4.8,1629.2305809999962,1634.0328770999913,1634.032927629992,0.3052266000013333,1634.4818742999923,1634.4818742999923,n,1636.9156791999994,1636.9156791999994,10,1.705,0.6512134999939008,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,9,21,1,,,,,,,,4.2,1636.9156791999994,1641.117153299987,1641.1171195300005,0.30091510000056587,1641.5620291999949,1641.5620291999949,m,1645.481684399987,1645.481684399987,45,3.407,0.4549970999942161,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,10,22,3,,,,,,,,4.1,1645.481684399987,1649.583743700001,1649.5838625299978,0.30524879999575205,1650.0319045999931,1650.0319045999931,m,1652.4652241000003,1652.4652241000003,46,1.789,0.5711953999998514,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,1,11,23,6,,,,,,,,3.5,1652.4652241000003,1655.9660325999866,1655.9663717299875,0.3046816999994917,1656.4106972000009,1656.4106972000009,n,1659.2559749999928,1659.2559749999928,11,2.373,0.41811280000547413,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,0,24,6,,,,,,,,3.4,1659.2559749999928,1662.6627303999994,1662.6617987300008,0.3000248000025749,1663.1061378999875,1663.1061378999875,n,1665.1057191,1665.1057191,15,1.496,0.4190892000042368,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,1,25,0,,,,,,,,4.4,1665.1057191,1669.509761999987,1669.5097542299948,0.30534190000616945,1669.9576713999995,1669.9576713999995,m,1672.7130329999927,1672.7130329999927,44,2.137,0.5407677000039257,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,2,26,5,,,,,,,,4,1672.7130329999927,1676.7189299999882,1676.7188577299996,0.3072588000068208,1677.1701993999886,1677.1701993999886,n,1679.1671532999899,1679.1671532999899,10,0.753,1.1872367000032682,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,3,27,8,,,,,,,,4.1,1679.1671532999899,1683.267982999998,1683.2680951299874,0.3049277000100119,1683.7121664999868,1683.7121664999868,n,1686.1988161999907,1686.1988161999907,14,1.671,0.7308806000073673,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,4,28,1,,,,,,,,4,1686.1988161999907,1690.1993478999939,1690.1994575299934,0.30471070000203326,1690.6435144999996,1690.6435144999996,m,1693.0064547999937,1693.0064547999937,47,1.33,0.9507468999945559,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,5,29,10,,,,,,,,3.5,1693.0064547999937,1696.505542599989,1696.5057813299966,0.30493810000189114,1696.953933599987,1696.953933599987,n,1700.00646579999,1700.00646579999,12,2.199,0.7810848999943119,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,6,30,3,,,,,,,,4.8,1700.00646579999,1704.8121862999978,1704.8124847299944,0.3047450000012759,1705.2563575999957,1705.2563575999957,m,1706.9255908999912,1706.9255908999912,46,1.108,0.47654200000397395,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,7,31,9,,,,,,,,3.4,1706.9255908999912,1710.3267802999908,1710.3267109299952,0.30501950001053046,1710.774793699995,1710.774793699995,n,1712.1175547999883,1712.1175547999883,9,0.906,0.3595580999972299,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,8,32,2,,,,,,,,3.9,1712.1175547999883,1716.0218886999937,1716.0220081299951,0.3048251000000164,1716.466299599997,1716.466299599997,m,1718.0633947999886,1718.0633947999886,44,1.018,0.49776790000032634,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,9,33,7,,,,,,,,4.6,1718.0633947999886,1722.668684499993,1722.6687392299966,0.3020676000014646,1723.113998099987,1723.113998099987,n,1725.6069568999956,1725.6069568999956,10,2.038,0.3719256000040332,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,10,34,4,,,,,,,,4.8,1725.6069568999956,1730.4125799999892,1730.4126135299914,0.30480089999036863,1730.8566324999993,1730.8566324999993,m,1732.651935499991,1732.651935499991,50,0.674,1.0649135999992723,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,8,8,8,2,11,35,11,,,,,,,,4.3,1732.651935499991,1736.9552216999873,1736.9567524299957,0.3038070000038715,1737.4015156999958,1737.4015156999958,m,1740.1018275999959,1740.1018275999959,46,2.053,0.6175303000054555,,,,,sub-063,55,110,700,bloc_loop.csv,2023-10-26_10h45.43.220,PainUncertainty,2022.2.5,142.99584883198509,
