cue_,stimulus_,cue_fichier,stimulus_fichier,block_name,block_trials_file,block_n_reps,block_ntrials,block_prob_highP_highT,block_prob_highP_lowT,block_pause_after,Bloc_essai.thisRepN,Bloc_essai.thisTrialN,Bloc_essai.thisN,Bloc_essai.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,pause_loop.thisRepN,pause_loop.thisTrialN,pause_loop.thisN,pause_loop.thisIndex,key_resp_5.started,start_calib.started,key_resp_2.started,ISI_duration,pause.started,pause.stopped,cue.started,ISI.started,choice_pain.started,Choice.started,choice_pain.keys,choice_pain.rt,main_text.started,confirm_text.started,ratingScale.response,ratingScale.rt,participant,low_ma,high_ma,failsafe_ma,block_file,date,expName,psychopyVersion,frameRate
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,1,13,2,,,,,,,,4.1,919.292000299989,923.3919078999897,923.3917598899964,0.2993791000044439,923.834222999998,923.834222999998,m,0.9418322999990778,926.3843357000005,926.3843357000005,89,1.391,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,2,14,7,,,,,,,,3.3,926.3843357000005,929.6845927999966,929.6845355899961,0.30467850000422914,930.1283365999989,930.1283365999989,n,0.45582329999888316,931.9899729999888,931.9899729999888,3,1.185,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,3,15,4,,,,,,,,4,931.9899729999888,935.9910864999983,935.9909263900001,0.3050807999970857,936.4397562999948,936.4397562999948,m,1.0009579000034137,939.0825890999986,939.0825890999986,77,1.42,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,4,16,8,,,,,,,,4.4,939.0825890999986,943.4845354999998,943.4846655899994,0.30049439999856986,943.9287945999968,943.9287945999968,n,0.47391060000518337,945.7281599999988,945.7281599999988,6,1.101,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,5,17,9,,,,,,,,3.5,945.7281599999988,949.2284014999896,949.2295754899926,0.30537590000312775,949.6821038999915,949.6821038999915,n,0.509291900016251,952.1348744999996,952.1348744999996,6,1.726,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,6,18,11,,,,,,,,4.6,952.1348744999996,956.735815699998,956.7359156900013,0.3050489000015659,957.1837852999888,957.1837852999888,m,0.8483869000192499,961.1892328999966,961.1892328999966,85,2.582,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,7,19,5,,,,,,,,3.8,961.1892328999966,964.9937458999921,964.9937550899879,0.30489299999317154,965.4401553999924,965.4401553999924,n,0.5008946000161814,967.115573499992,967.115573499992,7,0.956,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,8,20,3,,,,,,,,4.6,967.115573499992,971.7167354999983,971.716808790002,0.3049382999888621,972.1608350999886,972.1608350999886,m,0.476232400018489,974.2251153999969,974.2251153999969,87,1.373,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,9,21,10,,,,,,,,4.1,974.2251153999969,978.3286891999887,978.3286958899946,0.3018164999957662,978.7729231999983,978.7729231999983,n,0.46483950001129415,980.3729964999948,980.3729964999948,11,0.928,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,10,22,1,,,,,,,,3.2,980.3729964999948,983.5726789999899,983.5728523899991,0.30507390000275336,984.0170057999931,984.0170057999931,m,0.3964402000128757,986.8756638999912,986.8756638999912,88,2.262,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,1,11,23,0,,,,,,,,4.3,986.8756638999912,991.1774554000003,991.1773289899968,0.30540209999890067,991.6287162999943,991.6287162999943,m,2.1874774000025354,996.381569899997,996.381569899997,79,2.347,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,0,24,9,,,,,,,,3.9,996.381569899997,1000.2826964999986,1000.2826347899929,0.3053116999944905,1000.7294243999931,1000.7294243999931,n,0.4288797000190243,1002.6896770999883,1002.6896770999883,3,1.338,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,1,25,4,,,,,,,,5,1002.6896770999883,1007.6936368000024,1007.6947837899891,0.30361119999724906,1008.1373751999927,1008.1373751999927,m,0.6623617000150261,1010.6785386999982,1010.6785386999982,91,1.657,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,2,26,7,,,,,,,,3.1,1010.6785386999982,1013.7842174999969,1013.7842776899881,0.30509100000199396,1014.2283740999992,1014.2283740999992,n,1.1064064000092912,1016.429658699999,1016.429658699999,12,0.872,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,3,27,6,,,,,,,,3.8,1016.429658699999,1020.2294417999947,1020.2296532899884,0.3019761999894399,1020.6745860999945,1020.6745860999945,n,1.0404451000213157,1022.7878765999922,1022.7878765999922,13,0.859,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,forte,stimuli/660Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,4,28,11,,,,,,,,4.7,1022.7878765999922,1027.4879819999915,1027.4877207899947,0.30474160000449046,1027.9314441000024,1027.9314441000024,m,0.8904761000158032,1029.8152188999957,1029.8152188999957,30,0.789,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,5,29,0,,,,,,,,3.6,1029.8152188999957,1033.4184908999887,1033.4185357899944,0.30484000001160894,1033.8626262999896,1033.8626262999896,m,0.58613300001889,1036.843326599992,1036.843326599992,65,2.185,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,6,30,8,,,,,,,,3,1036.843326599992,1039.8428496999986,1039.8429572900016,0.30159570000250824,1040.287336399997,1040.287336399997,n,0.9700006000202848,1043.3476364999951,1043.3476364999951,4,1.893,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
aigu,moderee,stimuli/660Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,7,31,10,,,,,,,,4.4,1043.3476364999951,1047.7471391,1047.7471240900006,0.30514909999328665,1048.1950630999927,1048.1950630999927,n,0.42751120001776144,1052.4848857999896,1052.4848857999896,3,3.662,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,8,32,3,,,,,,,,3.6,1052.4848857999896,1056.0883909999975,1056.088675989998,0.3076883000030648,1056.5395375999942,1056.5395375999942,m,0.7694470000133151,1058.8094500000007,1058.8094500000007,47,1.297,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,moderee,stimuli/330Hz,stimuli/moderee,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,9,33,5,,,,,,,,3.3,1058.8094500000007,1062.1096020999976,1062.109427789993,0.30416510000941344,1062.5539112999977,1062.5539112999977,n,0.463336500004516,1065.520791899995,1065.520791899995,1,2.301,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,10,34,2,,,,,,,,3.8,1065.520791899995,1069.3257558999903,1069.325791089995,0.30501969999750145,1069.7701242999901,1069.7701242999901,m,0.9888360000186367,1072.4038348999893,1072.4038348999893,75,1.442,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
grave,forte,stimuli/330Hz,stimuli/forte,bloc_9,prob20hthp_12trials.xlsx,3,36,80,20,0,,,,,0,7,7,7,2,11,35,1,,,,,,,,3.3,1072.4038348999893,1075.7084341000009,1075.7085485899981,0.3049038000026485,1076.1526729999896,1076.1526729999896,m,0.8063609000091674,1077.9914401999995,1077.9914401999995,79,1.005,sub-017,40,80,700,bloc_loopcontinue.csv,2023-05-31_10h57.03.779,PainUncertainty,2022.2.5,142.87837049962965
